# r Ge-Ge Ge-Si Si-Si
9.499999999999956257e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.699999999999989742e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.562808205046178900e-01
9.900000000000033218e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.009999999999996456e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.441476604758968882e-01
1.030000000000000249e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.050000000000004929e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.069999999999994955e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.090000000000000524e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.237654304007510947e-01
1.110000000000007203e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.129999999999996785e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.150000000000000577e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.169999999999997708e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.189999999999998170e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.209999999999998632e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.004347281942526149e-01
1.229999999999999760e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.686038902228808589e-01
1.250000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.882197713629296942e-01
1.269999999999999574e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.823383897331714576e-01
1.290000000000002700e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.836421362880281238e-02
1.310000000000001830e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.330000000000000293e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.107443974206239190e-02
1.350000000000002975e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.068430392136120843e-02
1.370000000000003437e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.834579457988842532e-02
1.389999999999991465e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.410000000000005249e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.430000000000005489e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.449999999999993294e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.993935888776024734e-02
1.470000000000007967e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.804922257673153008e-02
1.490000000000005320e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.148969036309545333e-01
1.509999999999994680e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.934753085143134377e-01
1.529999999999991145e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.140837700920098841e-01
1.550000000000006928e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.061739465208409172e-01
1.569999999999994289e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.579403095043288685e-01
1.589999999999992530e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.436328745539252327e-01
1.610000000000009202e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.551371890674408116e-01
1.629999999999996341e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.106913986351270307e-01
1.649999999999993472e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.080242666439184818e-01
1.670000000000003038e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.054523832577411446e-01
1.689999999999997948e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.931181281728356458e-02
1.709999999999993081e+00 0.000000000000000000e+00 7.543252133745073640e-02 3.694654106324117560e-02
1.730000000000005089e+00 0.000000000000000000e+00 7.369851763940103717e-02 4.913234509293402247e-02
1.750000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.527687718481166412e-02
1.769999999999994689e+00 0.000000000000000000e+00 1.408103694473019918e-01 4.540415994423206980e-01
1.790000000000007585e+00 0.000000000000000000e+00 6.884069016901639415e-02 1.470474606331370615e-01
1.810000000000002052e+00 0.000000000000000000e+00 2.693110781737225179e-01 6.595373343029939384e-02
1.829999999999995852e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.781890753681469153e-02
1.850000000000008304e+00 0.000000000000000000e+00 1.933434055224159120e-01 2.639290932528217670e-01
1.870000000000003659e+00 0.000000000000000000e+00 1.892298728926253004e-01 5.463894579286923125e-01
1.889999999999990132e+00 0.000000000000000000e+00 6.174874493119458102e-02 1.839860563256001669e-01
1.910000000000010356e+00 0.000000000000000000e+00 3.627741585727780604e-01 2.370124502675483025e-01
1.930000000000005933e+00 0.000000000000000000e+00 1.776472733777745283e-01 5.048888584144386460e-01
1.949999999999992184e+00 0.000000000000000000e+00 5.800731531440923155e-02 6.287519450977353541e-01
1.970000000000013074e+00 0.000000000000000000e+00 1.136709812383020352e-01 5.402696678338562153e-01
1.990000000000006208e+00 0.000000000000000000e+00 1.113976381570741664e-01 6.397710342702604969e-01
2.009999999999993570e+00 0.000000000000000000e+00 2.183836342631104710e-01 1.135357201695506912e+00
2.029999999999986926e+00 0.000000000000000000e+00 3.746780463377693549e-01 9.359595962588039830e-01
2.050000000000006484e+00 0.000000000000000000e+00 4.513807982132690411e-01 9.730287543828514130e-01
2.069999999999995843e+00 0.000000000000000000e+00 4.118145752127779224e-01 8.346108724312298888e-01
2.089999999999990976e+00 0.000000000000000000e+00 7.228190517045686159e-01 4.978733108918038108e-01
2.110000000000010090e+00 0.000000000000000000e+00 7.134279598246107135e-01 7.262890761071634227e-01
2.129999999999996341e+00 0.000000000000000000e+00 5.834110413912325654e-01 7.308645440521548409e-01
2.149999999999989697e+00 0.000000000000000000e+00 4.867163281204142100e-01 7.351448596911197564e-01
2.170000000000001705e+00 0.000000000000000000e+00 6.745214204633326327e-01 5.792573785785450902e-01
2.190000000000003055e+00 0.000000000000000000e+00 7.726340248418813728e-01 3.930246871426000266e-01
2.209999999999995524e+00 0.000000000000000000e+00 7.654872949525031167e-01 5.885863500739683118e-01
2.230000000000007976e+00 0.000000000000000000e+00 8.604881393613909024e-01 6.405715338868988029e-01
2.250000000000000000e+00 0.000000000000000000e+00 1.113214371731915175e+00 5.764048758588578014e-01
2.269999999999992024e+00 0.000000000000000000e+00 2.071794298958754332e+00 2.835074674574467046e-01
2.290000000000003144e+00 0.000000000000000000e+00 1.794512755446014518e+00 3.750374716092578220e-01
2.309999999999994280e+00 0.000000000000000000e+00 2.232147466939547353e+00 2.098409833369825339e-01
2.330000000000001403e+00 0.000000000000000000e+00 3.067525903715841551e+00 3.934039438043867021e-01
2.350000000000011191e+00 0.000000000000000000e+00 3.920195752868937955e+00 5.510426289400459643e-01
2.370000000000003659e+00 0.000000000000000000e+00 5.083450292323541397e+00 3.193927826257100255e-01
2.389999999999989466e+00 0.000000000000000000e+00 4.639607423916656259e+00 2.141852338298602110e-01
2.410000000000003695e+00 0.000000000000000000e+00 3.963971896507140258e+01 6.066172736441773905e-01
2.429999999999995719e+00 0.000000000000000000e+00 4.254656676653206127e+00 6.691250805374815425e-01
2.450000000000001954e+00 0.000000000000000000e+00 3.555791688428887820e+00 2.773169295943556101e-01
2.470000000000015739e+00 0.000000000000000000e+00 3.293653385900400909e+00 7.234394300516635568e-01
2.490000000000006430e+00 0.000000000000000000e+00 2.154115145289258404e+00 4.915172927840227857e-01
2.509999999999993125e+00 0.000000000000000000e+00 1.638270529018822863e+00 6.208639342661267380e-01
2.529999999999983817e+00 0.000000000000000000e+00 8.752783945356260586e-01 8.913596248814250611e-01
2.549999999999996270e+00 0.000000000000000000e+00 1.127885097013815674e+00 7.637889499888437239e-01
2.570000000000006501e+00 0.000000000000000000e+00 8.286843474601863768e-01 6.281616821836535358e-01
2.589999999999998526e+00 0.000000000000000000e+00 6.313284174170963325e-01 7.146286947151855307e-01
2.610000000000010978e+00 0.000000000000000000e+00 5.097487981522286216e-01 5.621994868636661646e-01
2.629999999999996341e+00 0.000000000000000000e+00 4.018026077200016477e-01 5.317973138263260013e-01
2.649999999999987477e+00 0.000000000000000000e+00 4.029399081746573019e-01 5.754233165291546825e-01
2.669999999999993712e+00 0.000000000000000000e+00 2.227736080807187213e-01 5.159827416793244526e-01
2.690000000000012381e+00 0.000000000000000000e+00 5.286520028582141206e-01 4.008249687945452111e-01
2.710000000000003073e+00 0.000000000000000000e+00 4.033156333204185318e-01 3.172422746551571970e-01
2.730000000000009752e+00 0.000000000000000000e+00 3.052584655900453803e-01 1.589228481718495123e-01
2.750000000000000000e+00 0.000000000000000000e+00 4.033349080396785857e-01 2.834772972326100038e-01
2.769999999999990248e+00 0.000000000000000000e+00 7.860284480795645123e-01 2.563226370768887374e-01
2.789999999999996039e+00 0.000000000000000000e+00 7.456535937773045575e-01 1.604730116715089305e-01
2.809999999999985842e+00 0.000000000000000000e+00 8.611815619759957130e-01 1.714077781240010145e-01
2.830000000000008509e+00 0.000000000000000000e+00 8.026260380482993506e-01 2.035117898154960303e-01
2.850000000000013411e+00 0.000000000000000000e+00 8.208842381934972066e-01 2.108037226319567636e-01
2.870000000000003659e+00 0.000000000000000000e+00 6.778848411684162967e-01 1.369905945820297233e-01
2.889999999999989022e+00 0.000000000000000000e+00 8.458550475299276838e-01 1.392547394846008479e-01
2.909999999999997478e+00 0.000000000000000000e+00 7.762191846838863984e-01 2.119248835506386819e-01
2.929999999999988169e+00 0.000000000000000000e+00 7.634562657811139186e-01 2.307148055931938502e-01
2.950000000000009059e+00 0.000000000000000000e+00 9.196991327423293949e-01 2.986349639875731099e-01
2.970000000000017515e+00 0.000000000000000000e+00 6.737284769783142835e-01 3.391947137036707693e-01
2.990000000000006875e+00 0.000000000000000000e+00 4.990878682196019378e-01 2.873414145789475738e-01
3.009999999999992681e+00 0.000000000000000000e+00 3.999640958231211463e-01 2.911539877668931076e-01
3.029999999999982041e+00 0.000000000000000000e+00 7.035983025225889254e-01 2.788243215106938067e-01
3.049999999999989608e+00 0.000000000000000000e+00 2.946970398525161072e-01 2.225954652416378132e-01
3.070000000000013607e+00 0.000000000000000000e+00 4.078864699411279826e-01 2.018735534290984346e-01
3.090000000000003855e+00 0.000000000000000000e+00 4.970089994015616242e-01 1.408082158552454721e-01
3.110000000000011422e+00 0.000000000000000000e+00 3.062410002470569714e-01 1.095269230873466004e-01
3.129999999999995897e+00 0.000000000000000000e+00 5.532176785693502241e-01 9.312191267169575570e-02
3.149999999999985700e+00 0.000000000000000000e+00 3.493235575394114667e-01 1.285389713889608931e-01
3.169999999999988383e+00 0.000000000000000000e+00 2.571293447625522255e-01 7.615329026068620721e-02
3.190000000000019043e+00 0.000000000000000000e+00 2.972666576384235815e-01 1.359523106858266939e-01
3.210000000000007958e+00 0.000000000000000000e+00 2.446449599257108920e-01 9.902295996993060179e-02
3.230000000000011084e+00 0.000000000000000000e+00 5.255337015724573790e-01 1.255758033708111732e-01
3.250000000000000000e+00 0.000000000000000000e+00 2.595427583467414534e-01 1.584134212849580281e-01
3.269999999999988916e+00 0.000000000000000000e+00 4.155085925705812588e-01 7.521533455516092592e-02
3.289999999999991154e+00 0.000000000000000000e+00 1.775801659300094426e-01 1.558158520728576135e-01
3.309999999999979625e+00 0.000000000000000000e+00 2.358382802536078127e-01 7.970840830871064875e-02
3.330000000000013394e+00 0.000000000000000000e+00 1.733396112684618962e-01 1.571179464762189615e-01
3.350000000000014744e+00 0.000000000000000000e+00 1.336514898961743136e-01 7.662899348669008348e-02
3.370000000000004103e+00 0.000000000000000000e+00 7.768813766399947085e-02 1.343846234367468417e-01
3.389999999999988578e+00 5.118278011862423260e-02 8.664513491509959198e-02 5.942425226425578078e-02
3.409999999999993481e+00 1.011683159510695373e-01 1.425389308667747712e-01 1.710260704450376756e-01
3.429999999999982396e+00 0.000000000000000000e+00 1.446312184787851007e-01 1.300405558738706446e-01
3.450000000000014388e+00 1.606084839520348084e-01 8.736395555632664456e-02 1.234643052144935998e-01
3.470000000000019291e+00 4.884997842032569315e-02 1.742897444353763425e-01 1.823898684081344257e-01
3.490000000000007319e+00 0.000000000000000000e+00 1.448750971922914410e-01 7.169838993700140828e-02
3.509999999999992681e+00 2.506504124016293300e-01 2.542311325787955378e-01 2.231836091922923815e-01
3.529999999999980709e+00 4.720347326796625609e-02 1.062078148529240762e-01 2.563630266545138259e-01
3.549999999999984723e+00 4.667310277514952199e-02 1.875258593644401062e-01 2.538254781126906834e-01
3.570000000000018492e+00 3.461371578669971694e-01 1.592230926188187012e-01 1.611162509516423091e-01
3.590000000000007851e+00 2.738329833875697839e-01 3.065951439000111356e-01 2.911477968609538780e-01
3.610000000000011422e+00 3.159417747765090323e-01 2.422757589230067066e-01 1.625303969659329939e-01
3.629999999999995897e+00 1.004367607304655241e+00 2.611355778992104915e-01 1.981223285592893235e-01
3.649999999999984812e+00 8.057504956212495628e-01 3.476868576995804649e-01 2.913676687380973296e-01
3.669999999999984386e+00 9.280048781451923912e-01 4.356164075058021612e-01 2.480948071349601547e-01
3.690000000000023928e+00 1.371558898642166291e+00 4.211873783231852020e-01 1.155433130361834260e-01
3.710000000000011955e+00 2.192799035651098905e+00 5.320408866037745765e-01 2.751385278350278463e-01
3.730000000000011973e+00 1.278884144119438737e+00 3.868360303700119629e-01 2.239999335444687045e-01
3.750000000000000000e+00 2.177639481745360595e+00 5.270253535652636989e-01 2.892664100464220067e-01
3.769999999999988027e+00 1.771786539387242287e+00 5.897333298982353478e-01 3.954190481801015400e-01
3.789999999999987601e+00 2.679611292397819255e+00 5.067459750666366558e-01 4.352646030158023316e-01
3.809999999999975184e+00 2.927597926325773869e+00 5.457227770723916960e-01 3.091457407746986408e-01
3.830000000000016946e+00 3.671500868481909041e+00 5.202754814312925413e-01 4.247637786822803796e-01
3.850000000000015632e+00 4.553599037395307469e+00 5.267889082476923113e-01 4.101093864278128054e-01
3.870000000000004103e+00 5.684865628249071712e+00 4.241557774444899009e-01 4.881077605931974372e-01
3.889999999999988134e+00 7.703722458619481905e+00 6.938452015710264709e-01 3.894227513304942545e-01
3.909999999999989928e+00 8.339291838646493815e+00 7.213920275645763214e-01 8.384526553974934870e+01
3.929999999999978400e+00 9.104371001712831202e+00 6.626553952619221866e-01 3.280789296832776758e-01
3.950000000000018385e+00 8.376238436323109937e+00 7.747136984143569993e-01 3.702422891781524950e-01
3.970000000000020179e+00 6.757267451636237432e+00 7.953176169222035963e-01 3.086142338833843257e-01
3.990000000000007319e+00 5.569742895215014755e+00 6.816700259815391405e-01 2.536290544100550104e-01
4.009999999999992681e+00 3.875115062811234079e+00 5.898405228349850038e-01 3.021819904931163925e-01
4.029999999999979821e+00 3.338762923506291003e+00 4.807818609849066060e-01 2.392988743802196283e-01
4.049999999999981171e+00 3.299145173597694658e+00 6.185897200495682480e-01 3.668286439250464381e-01
4.070000000000020712e+00 2.310285128551596845e+00 6.604619157127330498e-01 2.494740170103858790e-01
4.090000000000008740e+00 1.944913696320903274e+00 6.012750139134457328e-01 1.733859277500497675e-01
4.110000000000009202e+00 1.384130887733772353e+00 4.805284591377619874e-01 1.333072074085371872e-01
4.129999999999999893e+00 1.433260851794844859e+00 4.267453363238785657e-01 2.587039136386853344e-01
4.149999999999987921e+00 2.168708688435168064e+00 5.316873550556189265e-01 2.060116429505972346e-01
4.169999999999985718e+00 1.200825602051569518e+00 3.830802800910992900e-01 2.261859778742148497e-01
4.190000000000027036e+00 7.622142406255082436e-01 3.794319241795113817e-01 2.385821170499740351e-01
4.210000000000014175e+00 1.020480334060803074e+00 3.783244165298589312e-01 2.750606789926092199e-01
4.230000000000012861e+00 1.314931034584816139e-01 3.317852771193473549e-01 3.440087686755389784e-01
4.250000000000000000e+00 6.431510255024253109e-01 3.297166649727625853e-01 4.906090933055030079e-01
4.269999999999987139e+00 3.629280259424322863e-01 4.330941109579694026e-01 4.660555470011580881e-01
4.289999999999984936e+00 1.677909220126168610e-01 3.427728835400602470e-01 4.154627156243987374e-01
4.309999999999972076e+00 0.000000000000000000e+00 2.944775267992758572e-01 4.877586948169701508e-01
4.330000000000010729e+00 2.745086387886134238e-01 3.952924398556031393e-01 5.436647592792147599e-01
4.350000000000007638e+00 1.709652865833654056e-01 4.442877122770315101e-01 7.707457684130819553e-01
4.369999999999994778e+00 1.001023463028227201e-01 4.748811307574569707e-01 8.640231090144119275e-01
4.389999999999997904e+00 3.052071731345749536e-02 5.974430414109305199e-01 6.484655834258669094e-01
4.409999999999998366e+00 9.829466926673126326e-02 7.566529211136848732e-01 6.633239071954667443e-01
4.429999999999986393e+00 0.000000000000000000e+00 9.682842940114469998e-01 9.673201423421564638e-01
4.450000000000021494e+00 2.970323663103308781e-02 1.338475579938935178e+00 8.969710655219044204e-01
4.470000000000021068e+00 0.000000000000000000e+00 1.500235651313476914e+00 6.947195066838326438e-01
4.490000000000007319e+00 2.917636127541783572e-02 1.582088190159533836e+00 6.379619795450646169e-01
4.509999999999992681e+00 6.506587143125974748e-02 2.237336464786316981e+00 7.895544316944299590e-01
4.529999999999978932e+00 0.000000000000000000e+00 2.506919788399483817e+00 6.718228565784153394e-01
4.549999999999978506e+00 0.000000000000000000e+00 2.959814848749414917e+00 5.362494559427417595e-01
4.570000000000011831e+00 0.000000000000000000e+00 3.566217532847877347e+00 6.286277765603791590e-01
4.589999999999998970e+00 2.791891071637104052e-02 3.308877008067616288e+01 5.033608670055276235e-01
4.609999999999996767e+00 0.000000000000000000e+00 3.744723815416004076e+00 5.502055932181807441e-01
4.630000000000011440e+00 0.000000000000000000e+00 3.403390238510921151e+00 4.220895880322330651e-01
4.649999999999998579e+00 0.000000000000000000e+00 2.877234933363610025e+00 4.579831497581833277e-01
4.669999999999994600e+00 0.000000000000000000e+00 2.135563338351398333e+00 6.051314931825622079e-01
4.690000000000030589e+00 0.000000000000000000e+00 1.643069363586674214e+00 4.580848147907033430e-01
4.710000000000016840e+00 0.000000000000000000e+00 1.377234507750249470e+00 3.747298606424660505e-01
4.730000000000012861e+00 0.000000000000000000e+00 1.197868501775227079e+00 3.928362150039469425e-01
4.750000000000000000e+00 0.000000000000000000e+00 1.041160162928540300e+00 3.316602714018169751e-01
4.769999999999987139e+00 0.000000000000000000e+00 8.802463845893139238e-01 4.411071351801248430e-01
4.789999999999982272e+00 0.000000000000000000e+00 6.950602229191873427e-01 4.485489835568244876e-01
4.809999999999969411e+00 0.000000000000000000e+00 6.425766112196393820e-01 3.779889887205890031e-01
4.830000000000002736e+00 0.000000000000000000e+00 6.259201072482311057e-01 3.629891530157568491e-01
4.849999999999996980e+00 0.000000000000000000e+00 5.194951147553429349e-01 3.931010947184759852e-01
4.869999999999984119e+00 0.000000000000000000e+00 4.464147136598967114e-01 4.451189974841943675e-01
4.890000000000008562e+00 0.000000000000000000e+00 2.822662143002509505e-01 4.698789321684848086e-01
4.910000000000006359e+00 0.000000000000000000e+00 2.854610146179847874e-01 5.414099512028142103e-01
4.929999999999994387e+00 0.000000000000000000e+00 4.065737875999708706e-01 4.021139220727265040e-01
4.950000000000023270e+00 0.000000000000000000e+00 3.024712384307258750e-01 3.872846831944563029e-01
4.970000000000021068e+00 0.000000000000000000e+00 2.000278424573305180e-01 3.822689525678722999e-01
4.990000000000007319e+00 0.000000000000000000e+00 2.419602202064015661e-01 3.444859823727601800e-01
5.009999999999992681e+00 0.000000000000000000e+00 1.142412955621587289e-01 3.389529076576636157e-01
5.029999999999978932e+00 0.000000000000000000e+00 1.673865207010679645e-01 2.301659549957541517e-01
5.049999999999975842e+00 0.000000000000000000e+00 1.902808806442077005e-01 2.407164931637547078e-01
5.070000000000003837e+00 0.000000000000000000e+00 1.149857738387568551e-01 2.282203174941636881e-01
5.089999999999990976e+00 0.000000000000000000e+00 1.072729484212992940e-01 2.287748235071838943e-01
5.109999999999987885e+00 0.000000000000000000e+00 1.496363431530159382e-01 1.238556791775285854e-01
5.130000000000021210e+00 0.000000000000000000e+00 1.360193849850163395e-01 1.056225646785056288e-01
5.150000000000008349e+00 0.000000000000000000e+00 2.922657060419543429e-01 2.267429708291108792e-01
5.170000000000002593e+00 0.000000000000000000e+00 2.081933374533104231e-01 1.308419283474032413e-01
5.190000000000032365e+00 0.000000000000000000e+00 1.590967877182697943e-01 1.133063257069189950e-01
5.210000000000018616e+00 0.000000000000000000e+00 2.073305168849376989e-01 1.678544680613169582e-01
5.230000000000013749e+00 0.000000000000000000e+00 2.472199796953492013e-01 2.064258853225074131e-01
5.250000000000000000e+00 0.000000000000000000e+00 1.509081013077266942e-01 1.703628340217703263e-01
5.269999999999986251e+00 0.000000000000000000e+00 1.497648636045244563e-01 2.004817729706280804e-01
5.289999999999980496e+00 0.000000000000000000e+00 1.351223346659729541e-01 2.229432730030036780e-01
5.309999999999966747e+00 0.000000000000000000e+00 1.363414884344853195e-01 2.045441627426962949e-01
5.329999999999995630e+00 0.000000000000000000e+00 1.098090217897376430e-01 2.517230535865335739e-01
5.349999999999988987e+00 0.000000000000000000e+00 1.893555910179922086e-01 1.832282705644532883e-01
5.369999999999975238e+00 0.000000000000000000e+00 2.338419671113953491e-01 3.058823602191800828e-01
5.390000000000017444e+00 0.000000000000000000e+00 2.078142058162413264e-01 2.202884296428488098e-01
5.410000000000013465e+00 0.000000000000000000e+00 1.593398655367411765e-01 3.353724788916171429e-01
5.430000000000000604e+00 0.000000000000000000e+00 2.212218149631197672e-01 2.874224558135050067e-01
5.450000000000025935e+00 0.000000000000000000e+00 2.832536567319261511e-01 2.551839114445128565e-01
5.470000000000021956e+00 0.000000000000000000e+00 2.333739491192945992e-01 2.117295885296678337e-01
5.490000000000007319e+00 0.000000000000000000e+00 2.582316913860588925e-01 2.511921769919988612e-01
5.509999999999992681e+00 0.000000000000000000e+00 1.731211496814692996e-01 2.396849170649917593e-01
5.529999999999978044e+00 0.000000000000000000e+00 2.283372550217020180e-01 2.506685365038828772e-01
5.549999999999974065e+00 5.426551893858464126e+01 2.680233375166680698e-01 2.603082014713730885e+01
5.569999999999997620e+00 0.000000000000000000e+00 1.834275835635614249e-01 2.270156960486175435e-01
5.589999999999983871e+00 0.000000000000000000e+00 2.549240129020652335e-01 2.433456377530774928e-01
5.609999999999979892e+00 0.000000000000000000e+00 2.721328849030227315e-01 1.900992043668895681e-01
5.630000000000029203e+00 0.000000000000000000e+00 2.179119560906990494e-01 2.837816580768915964e-01
5.650000000000015454e+00 0.000000000000000000e+00 2.519074877189403372e-01 2.368471878485962079e-01
5.670000000000008811e+00 0.000000000000000000e+00 2.191608554299976086e-01 2.562570833658869840e-01
5.690000000000035030e+00 0.000000000000000000e+00 2.639504829968760680e-01 2.715660791771766225e-01
5.710000000000020393e+00 0.000000000000000000e+00 1.252535653139738858e-01 2.427496567268146999e-01
5.730000000000013749e+00 0.000000000000000000e+00 1.869549736866943923e-01 2.777836118268829924e-01
5.750000000000000000e+00 0.000000000000000000e+00 2.245416525893008386e-01 2.840745085599818975e-01
5.769999999999986251e+00 0.000000000000000000e+00 2.491102396784255768e-01 2.874556934196335067e-01
5.789999999999979607e+00 0.000000000000000000e+00 2.434444962701979853e-01 2.960292236094294593e-01
